NN,avalanche,neutral
VB,avalanche,neutral
NN,avarice,anger|disgust
NN,avenger,anger
JJ,averse,anger|disgust|fear
NN,aversion,anger|disgust|fear
VB,avoid,neutral
NN,avoidance,neutral
VB,await,anticipation
NN,award,anticipation|joy|surprise
VB,award,anticipation|joy|surprise
JJ,awful,anger|disgust|fear|sadness
RB,awful,neutral
NN,awkwardness,disgust
NN,axiom,trust
JJ,axiomatic,trust
NN,baboon,neutral
NN,baby,neutral
VB,baby,joy
NN,babysitter,neutral
NN,backbone,neutral
NN,backer,neutral
RB,backwards,neutral
NN,backwater,neutral
NN,bacteria,neutral
NN,bacterium,neutral
JJ,bad,disgust|sadness
NN,bad,disgust|sadness
RB,bad,neutral
NN,badge,neutral
VB,badge,neutral
NN,badger,neutral
VB,badger,disgust
RB,badly,neutral
NN,badness,disgust
NN,bailiff,neutral
NN,bait,neutral
VB,bait,disgust|fear
NN,bale,neutral
VB,bale,neutral
NN,ballot,neutral
VB,ballot,neutral
NN,balm,neutral
NN,bane,disgust|fear
NN,bang,anger|disgust|fear|sadness|surprise
RB,bang,anger|surprise
VB,bang,anger|disgust|fear|sadness|surprise
NN,banger,neutral
VB,banish,disgust|fear|sadness
NN,banishment,disgust|fear|sadness
NN,bank,neutral
VB,bank,neutral
NN,banker,neutral
JJ,bankrupt,fear|sadness
NN,bankrupt,fear|sadness
VB,bankrupt,fear|sadness
NN,bankruptcy,disgust|sadness
NN,banquet,anticipation|joy
VB,banquet,anticipation|joy
NN,banshee,anger|disgust|fear|sadness
JJ,baptismal,neutral
NN,barb,anger
VB,barb,anger
JJ,barbarian,disgust
NN,barbarian,disgust
JJ,barbaric,disgust
NN,barf,disgust
VB,barf,disgust
NN,bargain,trust
VB,bargain,trust
NN,bark,neutral
VB,bark,anger
JJ,barren,sadness
NN,barren,sadness
NN,barricade,neutral
VB,barricade,neutral
NN,barrier,neutral
NN,barrow,neutral
NN,bartender,neutral
NN,barter,neutral
VB,barter,neutral
JJ,base,neutral
NN,base,neutral
VB,base,neutral
NN,basketball,neutral
JJ,bastard,disgust
NN,bastard,disgust
NN,bastion,neutral
NN,battalion,neutral
NN,batter,neutral
VB,batter,anger|fear
JJ,battered,anger|fear
NN,battery,neutral
NN,battle,anger
VB,battle,anger
NN,battlefield,fear
NN,bayonet,neutral
VB,bayonet,anger|fear
NN,beach,neutral
VB,beach,neutral
NN,beam,neutral
VB,beam,joy
JJ,beaming,joy
NN,bear,neutral
VB,bear,neutral
JJ,bearish,neutral
NN,beast,anger|fear
JJ,beastly,anger|fear
RB,beastly,disgust|fear
VB,beat,anger|fear|sadness
NN,beating,anger|fear|sadness
NN,beautification,joy
JJ,beautiful,joy
VB,beautify,joy
NN,beauty,joy
NN,bedrock,neutral
NN,bee,neutral
NN,beer,neutral
VB,befriend,joy|trust
VB,beg,disgust
NN,beggar,disgust
VB,beggar,disgust
VB,begun,anticipation
NN,behemoth,fear
VB,believe,trust
NN,believer,trust
NN,believing,trust
VB,belittle,disgust|sadness
JJ,belligerent,anger
NN,belligerent,anger
VB,bellow,anger
NN,bellows,neutral
NN,belt,neutral
VB,belt,anger|fear
NN,benefactor,trust
NN,benevolence,joy|trust
JJ,benign,joy
NN,bequest,trust
VB,bereave,sadness
JJ,bereaved,sadness
NN,bereaved,sadness
NN,bereavement,sadness
JJ,berserk,anger
NN,berserk,anger
JJ,bestial,disgust|fear
VB,betray,disgust|sadness
NN,betrayal,anger|disgust
VB,betroth,anticipation|joy|trust
JJ,betrothed,anticipation|joy|trust
NN,betrothed,anticipation|joy|trust
VB,beware,anticipation|fear
VB,bewilder,fear|surprise
JJ,bewildered,fear|surprise
NN,bewilderment,fear|surprise
JJ,bias,neutral
NN,bias,disgust
VB,bias,disgust
VB,bicker,anger|disgust
NN,bickering,anger|disgust
JJ,biennial,neutral
NN,biennial,neutral
NN,bier,neutral
NN,bigot,anger|disgust
JJ,bigoted,anger|disgust
NN,bile,neutral
NN,biopsy,neutral
JJ,birch,neutral
NN,birch,neutral
VB,birch,neutral
NN,birth,anticipation
VB,birth,anticipation|joy
NN,birthday,anticipation|joy|surprise
NN,birthplace,neutral
NN,bitch,anger|disgust|fear|sadness
VB,bitch,anger|disgust|fear|sadness
RB,bitterly,anger|disgust|sadness
NN,bitterness,anger|disgust|sadness
JJ,bizarre,disgust|surprise
JJ,black,neutral
NN,black,neutral
VB,black,neutral
NN,blackmail,anger|fear
VB,blackmail,anger|fear
NN,blackness,neutral
JJ,blame,anger|disgust
NN,blame,anger|disgust
VB,blame,anger|disgust
JJ,blanket,neutral
NN,blanket,neutral
VB,blanket,neutral
JJ,blasphemous,anger|disgust
NN,blasphemy,anger
NN,blast,anger|fear|surprise
VB,blast,anger|fear|surprise
JJ,blatant,anger|disgust
NN,blaze,neutral
VB,blaze,anger
JJ,bleak,sadness
VB,bleed,disgust|fear|sadness
NN,bleeding,disgust|fear|sadness
NN,blemish,anger|disgust|fear|sadness
VB,blemish,anger|disgust|fear|sadness
VB,bless,anticipation|joy|trust
JJ,blessed,joy
NN,blessing,anticipation|joy|trust
NN,blight,disgust|sadness
VB,blight,disgust|sadness
JJ,blighted,disgust|sadness
JJ,blindfold,neutral
NN,blindfold,neutral
VB,blindfold,neutral
RB,blindly,sadness
NN,blindness,sadness
NN,bliss,joy
JJ,blissful,joy
NN,blister,neutral
VB,blister,disgust
NN,blitz,neutral
VB,blitz,anger|surprise
VB,bloat,disgust
NN,blob,neutral
VB,blob,disgust
NN,blockade,anger|fear|sadness
VB,blockade,anger|fear|sadness
NN,bloodshed,anger|disgust|fear|sadness|surprise
JJ,bloodthirsty,anger|disgust|fear
JJ,bloody,anger|disgust|fear|sadness
RB,bloody,neutral
VB,bloody,anger|disgust|fear|sadness
NN,bloom,anticipation|joy
VB,bloom,anticipation|joy
NN,blossom,neutral
VB,blossom,anticipation|joy
JJ,blue,neutral
NN,blue,neutral
VB,blue,neutral
NN,blues,fear|sadness
NN,blunder,disgust|sadness
VB,blunder,disgust|sadness
NN,board,anticipation
VB,board,neutral
NN,bodyguard,neutral
JJ,bogus,disgust
NN,boil,disgust
VB,boil,neutral
JJ,boisterous,anger|disgust
NN,bomb,anger|fear
VB,bomb,anger|fear
NN,bombard,neutral
VB,bombard,anger|fear
NN,bombardment,anger|fear
NN,bomber,anger|fear
NN,bonanza,joy
NN,bondage,fear|sadness
NN,bonus,anticipation|joy|surprise
NN,boomerang,neutral
VB,boomerang,anticipation
NN,boredom,sadness
VB,bother,anger|sadness
JJ,bottom,sadness
NN,bottom,neutral
VB,bottom,neutral
JJ,bottomless,neutral
JJ,bountiful,anticipation|joy
NN,bounty,anticipation|joy
NN,bouquet,joy
NN,bout,neutral
JJ,bovine,neutral
NN,bovine,neutral
NN,bowels,neutral
VB,box,neutral
NN,boxing,anger
NN,boy,neutral
NN,bran,neutral
NN,brawl,anger|disgust|fear
VB,brawl,anger|disgust|fear
JJ,brazen,anger
VB,brazen,anger
NN,break,surprise
VB,break,anger|sadness
NN,breakup,sadness
NN,bribery,disgust
JJ,bridal,anticipation|joy
NN,bridal,anticipation|joy
NN,bride,anticipation|joy|trust
NN,bridegroom,anticipation|joy|trust
NN,bridesmaid,joy|trust
NN,brigade,anger|fear
VB,brigade,anger|fear
VB,brighten,joy|surprise|trust
JJ,brilliant,anticipation|joy|trust
NN,brimstone,neutral
JJ,broadside,neutral
NN,broadside,neutral
RB,broadside,anticipation
VB,broadside,anticipation
NN,broil,neutral
VB,broil,neutral
JJ,broke,sadness
JJ,broken,anger|fear|sadness
NN,brothel,disgust
NN,brother,neutral
NN,brotherhood,trust
JJ,brotherly,anticipation|joy|trust
RB,brotherly,anticipation|joy|trust
NN,bruise,sadness
VB,bruise,anger|sadness
NN,brunt,anger
JJ,brutal,anger|fear
NN,brutality,anger|fear
JJ,brute,anger|fear|sadness
NN,brute,anger|fear|sadness
NN,buck,neutral
VB,buck,surprise
NN,buddy,trust
NN,budget,neutral
VB,budget,neutral
NN,buffet,neutral
VB,buffet,anger
NN,bug,disgust
VB,bug,disgust
NN,bugaboo,anger|fear|sadness
NN,bugle,neutral
VB,bugle,neutral
JJ,bully,joy|surprise
NN,bully,anger|fear
VB,bully,anger|fear
JJ,bum,disgust|sadness
NN,bum,disgust|sadness
VB,bum,disgust|sadness
NN,bummer,anger|disgust
NN,bunker,neutral
VB,bunker,neutral
JJ,burdensome,sadness
NN,bureaucracy,neutral
NN,bureaucrat,neutral
NN,burglar,disgust|fear
NN,burial,fear|sadness
JJ,buried,fear|sadness
NN,burke,neutral
VB,burke,anger|disgust|fear|sadness
JJ,burlesque,joy
NN,burlesque,joy
VB,burlesque,neutral
JJ,burnt,disgust
VB,burnt,disgust
NN,bursary,neutral
VB,bury,fear|sadness
NN,buss,joy
VB,buss,joy
VB,bust,anger|disgust|fear
JJ,busted,anger|disgust|fear
JJ,butch,neutral
NN,butcher,neutral
VB,butcher,neutral
NN,butler,neutral
NN,buzz,neutral
VB,buzz,neutral
NN,bye,anticipation
NN,bylaw,neutral
NN,cabal,fear
VB,cabal,fear
NN,cabinet,neutral
NN,cable,neutral
VB,cable,neutral
NN,cacophony,anger|disgust
NN,cad,anger|disgust
NN,cadaver,disgust|fear|sadness
NN,cage,neutral
VB,cage,sadness
NN,calamity,sadness
NN,calculation,neutral
NN,calculator,neutral
NN,calf,neutral
NN,call,neutral
VB,call,neutral
JJ,callous,anger|disgust
VB,callous,anger|disgust
NN,camouflage,neutral
VB,camouflage,neutral
JJ,camouflaged,neutral
VB,campaign,neutral
NN,campaigning,neutral
NN,cancel,neutral
VB,cancel,neutral
NN,cancer,neutral
JJ,candid,anticipation
NN,cane,neutral
VB,cane,anger|fear
NN,canker,neutral
VB,canker,anger|disgust
NN,cannibal,disgust|fear
NN,cannibalism,disgust
NN,cannon,neutral
VB,cannon,anger|fear
NN,canon,neutral
NN,cap,neutral
VB,cap,neutral
VB,captivate,anticipation|joy|surprise|trust
JJ,captive,fear|sadness
NN,captive,fear|sadness
NN,captivity,fear|sadness
NN,captor,fear
NN,carcass,disgust|fear|sadness
NN,carcinoma,neutral
NN,cardiomyopathy,neutral
NN,career,neutral
VB,career,anticipation
NN,carelessness,disgust
NN,caretaker,neutral
NN,caries,neutral
NN,carnage,anger|disgust|fear|sadness
JJ,carnivorous,fear
NN,carol,joy
VB,carol,joy
NN,cartridge,neutral
NN,case,neutral
VB,case,fear|sadness
NN,cash,neutral
VB,cash,neutral
NN,cashier,neutral
VB,cashier,disgust|sadness
NN,casket,neutral
VB,casket,fear|sadness
NN,casualty,fear|sadness
NN,cataract,neutral
NN,catastrophe,disgust|fear|sadness
NN,catch,surprise
VB,catch,surprise
NN,catechism,neutral
JJ,cathedral,neutral
NN,cathedral,neutral
NN,caution,anger|anticipation|fear
VB,caution,anger|anticipation|fear
JJ,cautionary,fear
JJ,cautious,anticipation|fear
NN,cautious,anticipation|fear
RB,cautiously,anticipation|fear
JJ,celebrated,anticipation
NN,celebration,joy|surprise
NN,celebrity,surprise
VB,celecbrate,anticipation|joy
JJ,celestial,anticipation|joy
NN,cement,neutral
VB,cement,anticipation|trust
NN,cemetery,fear|sadness
NN,censor,neutral
VB,censor,neutral
JJ,center,neutral
NN,center,neutral
VB,center,neutral
NN,ceremony,joy|surprise
VB,certify,trust
NN,cess,neutral
NN,chaff,neutral
VB,chaff,anger|disgust
NN,chagrin,disgust|sadness
VB,chagrin,disgust|sadness
NN,chairman,neutral
VB,chairman,trust
NN,chairwoman,neutral
NN,challenge,anger
VB,challenge,anger
JJ,champion,anticipation|joy
NN,champion,anticipation|joy
VB,champion,anticipation
JJ,chance,surprise
NN,chance,surprise
VB,chance,surprise
NN,chancellor,neutral
NN,change,neutral
VB,change,neutral
JJ,changeable,neutral
NN,chant,neutral
VB,chant,neutral
NN,chaos,anger|fear|sadness
JJ,chaotic,anger|fear|sadness
NN,chaplain,neutral
JJ,chargeable,fear|sadness
JJ,charitable,neutral
NN,charity,neutral
VB,charm,joy
JJ,charmed,joy
NN,chart,neutral
VB,chart,neutral
NN,chasm,neutral
NN,chastity,anticipation|trust
NN,cheat,anger|disgust
VB,cheat,anger|disgust
NN,checklist,neutral
NN,cheer,joy|surprise
VB,cheer,joy|surprise
JJ,cheerful,joy|surprise
NN,cheerfulness,joy|surprise
JJ,cheering,joy
NN,cheering,joy
JJ,cheery,anticipation|joy
NN,chemist,neutral
VB,cherish,anticipation|joy|surprise|trust
NN,chicane,disgust
VB,chicane,anger|disgust
JJ,chicken,fear
NN,chicken,neutral
NN,child,neutral
NN,childhood,neutral
NN,chimera,fear|surprise
NN,chirp,neutral
VB,chirp,neutral
NN,chocolate,neutral
NN,choir,joy
VB,choir,joy
NN,choke,neutral
VB,choke,anger|sadness
NN,cholera,neutral
JJ,choral,neutral
NN,choral,neutral
JJ,chronic,sadness
NN,chronicle,neutral
VB,chronicle,neutral
NN,chuckle,anticipation|joy|surprise
VB,chuckle,anticipation|joy|surprise
NN,church,neutral
VB,church,neutral
NN,civilization,neutral
VB,civilize,neutral
JJ,civilized,neutral
NN,claimant,neutral
NN,clamor,anger|disgust
VB,clamor,anger|disgust
NN,clan,neutral
NN,clap,surprise
VB,clap,joy|surprise
NN,clash,anger
VB,clash,anger
JJ,clashing,anger
NN,classics,neutral
NN,claw,neutral
VB,claw,anger|fear
JJ,clean,neutral
NN,clean,neutral
RB,clean,neutral
VB,clean,neutral
NN,clearance,neutral
VB,cleave,neutral
JJ,clerical,neutral
NN,cliff,neutral
NN,climax,neutral
VB,climax,anticipation|joy|surprise|trust
NN,clock,neutral
VB,clock,anticipation
NN,closeness,joy|trust
NN,closure,anticipation
VB,closure,anticipation
VB,cloud,neutral
JJ,clouded,sadness
NN,cloudiness,neutral
JJ,cloudy,sadness
NN,clown,disgust
VB,clown,anticipation|joy|surprise
NN,clue,anticipation
VB,clue,neutral
JJ,clumsy,disgust
NN,coach,neutral
VB,coach,neutral
VB,coalesce,neutral
NN,coax,neutral
VB,coax,neutral
NN,cobra,neutral
NN,cocaine,neutral
VB,coerce,anger|disgust|fear
NN,coercion,anger|disgust|fear|sadness
VB,coexist,trust
JJ,coexisting,neutral
NN,coffin,neutral
VB,coffin,fear|sadness
JJ,cogent,trust
NN,cohesion,trust
JJ,cohesive,trust
NN,coincidence,neutral
NN,coldness,neutral
NN,collaborator,trust
NN,collapse,disgust|fear|sadness
VB,collapse,disgust|fear|sadness
JJ,collateral,neutral
NN,collateral,trust
RB,collectively,neutral
NN,collision,anger
NN,collusion,trust
NN,colonel,neutral
NN,coma,fear|sadness
JJ,comatose,fear|sadness
NN,combat,anger|fear
VB,combat,anger|fear
JJ,combatant,anger|fear
NN,combatant,anger|fear
JJ,combative,anger|fear
VB,come,neutral
NN,comfort,anticipation|joy|trust
VB,comfort,anticipation|joy|trust
JJ,coming,anticipation
NN,coming,neutral
VB,command,neutral
NN,commandant,neutral
JJ,commanding,neutral
VB,commemorate,anticipation
NN,commemoration,anticipation|joy
JJ,commemorative,anticipation
NN,commemorative,anticipation
JJ,commendable,joy|trust
RB,commendable,joy|trust
NN,commerce,neutral
NN,commission,neutral
VB,commission,neutral
VB,commit,disgust
NN,committal,sadness
JJ,committed,trust
NN,committee,neutral
NN,commodore,neutral
JJ,commonplace,neutral
NN,commonplace,neutral
NN,commonwealth,neutral
NN,commotion,anger
VB,communicate,neutral
NN,communication,neutral
NN,communion,joy|trust
NN,communism,neutral
JJ,compact,neutral
NN,compact,neutral
VB,compact,neutral
NN,companion,neutral
VB,companion,trust
NN,compass,neutral
VB,compass,neutral
NN,compassion,sadness
VB,compensate,anticipation
NN,competence,neutral
NN,competency,neutral
JJ,competent,trust
NN,competition,neutral
VB,complain,anger|sadness
NN,complaint,anger
NN,complement,neutral
VB,complement,neutral
VB,complete,neutral
JJ,completing,neutral
NN,completion,neutral
NN,compliance,trust
VB,complicate,anger
NN,compliment,joy|surprise
VB,compliment,joy|surprise
NN,compost,neutral
VB,compost,neutral
NN,compress,neutral
VB,compress,neutral
NN,comptroller,neutral
NN,compulsion,anger
NN,comrade,trust
VB,conceal,neutral
JJ,concealed,neutral
NN,concealment,neutral
VB,concern,neutral
JJ,concerned,neutral
NN,conciliation,joy|trust
NN,concord,trust
VB,concord,trust
NN,concordance,trust
NN,concussion,anger|sadness
VB,condemn,anger
NN,condemnation,anger|disgust
NN,condescension,anger|disgust|sadness
NN,condolence,sadness
JJ,confederate,trust
NN,confederate,trust
VB,confederate,trust
VB,confess,fear|sadness
NN,confession,fear|sadness
NN,confessional,neutral
VB,confide,trust
NN,confidence,trust
JJ,confident,trust
JJ,confidential,trust
RB,confidentially,trust
VB,confine,anger|fear|sadness
JJ,confined,anger|disgust|fear|sadness
NN,confinement,disgust|fear|sadness
VB,confirm,trust
NN,confirmation,trust
JJ,confirmed,trust
JJ,confiscate,anger|sadness
VB,confiscate,anger|sadness
NN,conflagration,fear
NN,conflict,anger
VB,conflict,anger
NN,conformity,trust
VB,confront,anger
NN,confusion,disgust
JJ,conglomerate,neutral
NN,conglomerate,neutral
VB,conglomerate,neutral
JJ,congratulatory,joy
NN,congregation,neutral
NN,congress,neutral
NN,congressman,neutral
NN,congruence,trust
NN,conjecture,anticipation
VB,conjecture,anticipation
VB,conjure,surprise
JJ,connective,trust
NN,connective,neutral
NN,connoisseur,trust
NN,conquest,anger
NN,conscience,trust
JJ,conscientious,trust
NN,consecration,anticipation|joy|trust
JJ,consequent,anticipation
NN,conservation,anticipation|trust
JJ,considerate,trust
NN,consistency,trust
NN,console,neutral
VB,console,sadness
NN,consort,neutral
VB,consort,trust
NN,conspiracy,fear
NN,conspirator,disgust
VB,conspire,disgust
NN,constable,neutral
NN,constancy,trust
JJ,constant,neutral
NN,constant,neutral
RB,constantly,neutral
NN,consternation,fear
NN,constipation,neutral
VB,constitute,neutral
JJ,constitutional,neutral
NN,constitutional,neutral
VB,constrain,fear
NN,constraint,anger|fear|sadness
NN,consul,neutral
VB,consult,trust
NN,contagion,neutral
JJ,contagious,neutral
VB,contaminate,disgust
JJ,contaminated,disgust|fear
NN,contamination,disgust
NN,contempt,anger|disgust
JJ,contemptible,anger|disgust
JJ,contemptuous,anger
JJ,content,joy
NN,content,neutral
VB,content,joy
JJ,contentious,anger|disgust|fear
JJ,contingent,anticipation
NN,contingent,anticipation
NN,continuation,anticipation
VB,continue,anticipation
JJ,contraband,anger|disgust|fear
NN,contraband,neutral
